Nome do Produto,Complemento da Marca,Princípio Ativo ou Descrição do Medicamento Notificado,Tipo de Regularização,Número da Regularização,Número do Processo,Empresa Detentora da Regularização,Situação da Regularização,Vencimento da Regularização
CLORIDRATO DE VALACICLOVIR,,CLORIDRATO DE VALACICLOVIR,REGISTRADO,123520227,25351.512847/2009-60,RANBAXY FARMACÊUTICA LTDA - 73.663.650/0001-90,Ativo,05/2028
ZEMAIRA,,alfa1antitripsina,REGISTRADO,101510124,25351.280203/2011-61,CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA - 62.969.589/0001-98,Ativo,06/2027
POMADERME,,"PALMITATO DE RETINOL, COLECALCIFEROL, OXIDO DE ZINCO",REGISTRADO,167730347,25351.659075/2010-11,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA - 05.044.984/0001-26,Ativo,07/2026
Cloridrato de Metformina,,CLORIDRATO DE METFORMINA,REGISTRADO,113430160,25351.276834/2006-39,HIPOLABOR FARMACEUTICA LTDA - 19.570.720/0001-10,Ativo,09/2028
GUTTALAX,,picossulfato de sódio monoidratado,REGISTRADO,186200016,25351.617677/2023-27,OPELLA HEALTHCARE BRAZIL LTDA - 38.391.432/0001-43,Ativo,09/2026
JARDIANCE DUO,,"empagliflozina, CLORIDRATO DE METFORMINA",REGISTRADO,103670178,25351.228377/2015-16,BOEHRINGER INGELHEIM DO BRASIL QUÍMICA E FARMACÊUTICA LTDA. - 60.831.658/0001-77,Ativo,05/2032
ONDAVON,,CLORIDRATO  DE ONDANSETRONA DI-hIDRATADO,REGISTRADO,155840628,25351.156966/2022-65,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A - 05.161.069/0001-10,Ativo,05/2032
paracetamol 200mg/ml solução,,PARACETAMOL 200 MG/ML (SOLUÇÃO) C,NOTIFICADO,         ,,GREENPHARMA QUÍMICA E FARMACÊUTICA LTDA - 33.408.105/0001-33,Ativo,03/2034
rifamicina,,RIFAMICINA,REGISTRADO,138410080,25351.047433/2025-36,NATULAB LABORATORIO S.A - 02.456.955/0001-83,Ativo,07/2035
besilato de anlodipino,,BESILATO DE ANLODIPINO,REGISTRADO,155370083,25351.075713/2017-08,ACCORD FARMACÊUTICA LTDA - 64.171.697/0001-46,Ativo,02/2030
clorotalidona,,CLORTALIDONA,REGISTRADO,102350614,25351.213161/2002-82,EMS S/A - 57.507.378/0003-65,Ativo,05/2028
everolimo,,EVEROLIMO,REGISTRADO,110630162,25351.092512/2022-59,FUNDAÇÃO OSWALDO CRUZ - 33.781.055/0001-35,Ativo,12/2032
TESTE CA 29298,TESTE,"AMOXICILINA, CLARITROMICINA, LANSOPRAZOL, ACICLOVIR",REGISTRADO,167250004,25351.108737/2018-58,EMPRESA DE TESTE LTDA. (VS01) - 11.111.111/0001-91,Ativo,03/2028
LAVIE,,VALPROATO DE sódIo,REGISTRADO,125680287,25351.347133/2019-14,PRATI DONADUZZI & CIA LTDA - 73.856.593/0001-66,Ativo,08/2029
RAHIME,,ramelteona,REGISTRADO,101180636,25351.683009/2020-45,APSEN FARMACEUTICA S/A - 62.462.015/0001-29,Ativo,09/2031
ZOPIX,,OLANZAPINA,REGISTRADO,102351317,25351.143338/2019-14,EMS S/A - 57.507.378/0003-65,Ativo,10/2029
AH-ZUL,,CITRATO DE SILDENAFILA,REGISTRADO,167730460,25351.375923/2015-58,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA - 05.044.984/0001-26,Ativo,10/2026
CLORIDRATO DE PROPRANOLOL,,CLORIDRATO DE PROPRANOLOL,REGISTRADO,102350644,25351.009966/2003-12,EMS S/A - 57.507.378/0003-65,Ativo,11/2028
CALENYAN,,PREPARAÇÃO EXTEMPORÂNEA DE CALENDULA OFFICINALIS C,NOTIFICADO,         ,,LABORATORIO YANTEN LTDA ME - 84.830.074/0001-45,Ativo,09/2031
GLOBOFLU,,FOSFATO DE OSELTAMIVIR,REGISTRADO,105350240,25351.469420/2023-52,LABORATÓRIO GLOBO SA - 17.115.437/0001-73,Ativo,10/2033
NESINA,,benzoato de alogliptina,REGISTRADO,178170906,25351.110148/2021-35,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A. - 61.082.426/0002-07,Ativo,12/2028
hemitartarato de zolpidem,,HEMITARTARATO DE ZOLPIDEM,REGISTRADO,155840670,25351.002840/2023-52,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A - 05.161.069/0001-10,Ativo,12/2033
ONDAALIVE,,CLORIDRATO  DE ONDANSETRONA DI-hIDRATADO,REGISTRADO,105350252,25351.632382/2023-81,LABORATÓRIO GLOBO SA - 17.115.437/0001-73,Ativo,04/2035
BRITENS,,"TARTARATO DE BRIMONIDINA, MALEATO DE TIMOLOL",REGISTRADO,104971401,25351.245312/2015-86,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A - 60.665.981/0001-18,Ativo,08/2026
CLORETO DE SÓDIO,,CLORETO DE SÓDIO,REGISTRADO,155920004,25351.045763/2003-81,Samtec Biotecnologia Limitada - 04.459.117/0001-99,Ativo,10/2029
cloridrato de memantina,,CLORIDRATO DE MEMANTINA,REGISTRADO,100681175,25351.307012/2020-65,NOVARTIS BIOCIENCIAS S.A - 56.994.502/0001-30,Ativo,08/2030
MYTFOR LP,,CLORIDRATO DE METFORMINA,REGISTRADO,155370071,25351.681541/2018-11,ACCORD FARMACÊUTICA LTDA - 64.171.697/0001-46,Ativo,04/2029
aceclofenaco,,ACECLOFENACO,REGISTRADO,156490012,25351.477772/2011-84,UNICHEM FARMACÊUTICA DO BRASIL LTDA - 05.399.786/0001-85,Ativo,07/2029
meloxicam,,MELOXICAM,REGISTRADO,118190434,25351.068298/2022-10,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA - 92.265.552/0009-05,Ativo,11/2026
RACECADOTRILA,,RACECADOTRILA,REGISTRADO,105730612,25351.849488/2018-54,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A - 60.659.463/0029-92,Ativo,05/2035
ROACUTAN,,ISOTRETINOÍNA,REGISTRADO,103900231,25351.365355/2024-78,FARMOQUÍMICA S/A - 33.349.473/0001-58,Ativo,10/2027
topiramato,,TOPIRAMATO,REGISTRADO,104971486,25351.154063/2022-40,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A - 60.665.981/0001-18,Ativo,04/2032
AMBISOME,,ANFOTERICINA B,REGISTRADO,125760007,25000.002176/96-98,UNITED MEDICAL LTDA - 68.949.239/0001-46,Ativo,05/2027
desloratadina,,DESLORATADINA,REGISTRADO,115600257,25351.199273/2023-48,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA - 17.562.075/0001-69,Ativo,12/2033
HINCOMOX,,AMOXICILINA,REGISTRADO,103700682,25351.742382/2014-05,LABORATÓRIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,04/2026
DOXOPEG,,CLORIDRATO DE DOXORRUBICINA,REGISTRADO,122140076,25351.016127/2004-23,ADIUM S.A. - 55.980.684/0001-27,Ativo,09/2026
IBUVIX,,IBUPROFENO,REGISTRADO,154230311,25351.564912/2020-16,GEOLAB INDÚSTRIA FARMACÊUTICA S/A - 03.485.572/0001-04,Ativo,09/2030
AZITROMICINA,,AZITROMICINA DI-hIDRATADA,REGISTRADO,115600169,25351.074565/2008-30,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA - 17.562.075/0001-69,Ativo,11/2028
Anfugitarin,,NITRATO DE MICONAZOL 20 MG/G (CREME VAGINAL) C,NOTIFICADO,         ,,BLAU FARMACEUTICA S.A. - 58.430.828/0013-01,Ativo,05/2034
CITOBÊ,,"CIANOCOBALAMINA, CLORIDRATO DE PIRIDOXINA, NITRATO DE TIAMINA",REGISTRADO,100431408,25351.229131/2021-51,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,06/2031
MICONIL,,NITRATO DE MICONAZOL 20 MG/G (EMULSÃO DERMATOLÓGICA) C,NOTIFICADO,         ,,PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A - 25.773.037/0001-83,Ativo,07/2034
BOSENTANA,,Bosentana monoidratada,REGISTRADO,112363430,25351.150211/2019-51,JANSSEN-CILAG FARMACÊUTICA LTDA - 51.780.468/0001-87,Ativo,03/2027
TRIANCIL,,TRIANCINOLONA HEXACETONIDA,REGISTRADO,101180140,25000.005211/97-84,APSEN FARMACEUTICA S/A - 62.462.015/0001-29,Ativo,02/2028
TRINODAZOL NISTATINA,,"METRONIDAZOL, NISTATINA",REGISTRADO,154230097,25351.308339/2006-04,GEOLAB INDÚSTRIA FARMACÊUTICA S/A - 03.485.572/0001-04,Ativo,07/2027
água purificada,,ÁGUA PURIFICADA C,NOTIFICADO,         ,,FRESENIUS KABI BRASIL LTDA - 49.324.221/0008-80,Ativo,06/2028
GONAPEPTYL DEPOT,,ACETATO DE TRIPTORRELINA,REGISTRADO,128760009,25351.005212/00-06,LABORATÓRIOS FERRING LTDA - 74.232.034/0001-48,Ativo,09/2035
lomfer,,SULFATO FERROSO 25 MG/ML C,NOTIFICADO,         ,,LABORATÓRIOS OSÓRIO DE MORAES LTDA - 19.791.813/0001-75,Ativo,04/2034
NEOPROFEN,,LEVOLISINATO DE IBUPROFENO,REGISTRADO,171260006,25351.447952/2020-96,RECORDATI RARE DISEASES COMÉRCIO DE MEDICAMENTOS LTDA - ME - 53.056.057/0001-79,Ativo,03/2032
WILFACTIN,,FATOR VON WILLEBRAND,REGISTRADO,163070006,25351.148265/2007-13,LFB - HEMODERIVADOS E BIOTECNOLOGIA LTDA - 07.207.572/0001-95,Ativo,06/2028
cloridrato de trazodona,,CLORIDRATO DE TRAZODONA,REGISTRADO,183260498,25351.762707/2021-97,SANOFI MEDLEY FARMACÊUTICA LTDA. - 10.588.595/0010-92,Ativo,07/2033
ibuprofeno,,IBUPROFENO,REGISTRADO,103700757,25351.754810/2020-82,LABORATÓRIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,06/2031
LINEZOLIDA,,LINEZOLIDA,REGISTRADO,103460019,25351.551891/2014-97,BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA - 47.231.121/0001-08,Ativo,05/2026
CLORIDRATO DE BUPROPIONA,,CLORIDRATO DE BUPROPIONA,REGISTRADO,105830938,25351.176396/2018-43,GERMED FARMACEUTICA LTDA - 45.992.062/0001-65,Ativo,09/2028
CLORIDRATO DE VANCOMICINA,,CLORIDRATO DE VANCOMICINA,REGISTRADO,103700461,25351.229962/2004-21,LABORATÓRIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,04/2035
GINKGO HERBARIUM,,GINKGO BILOBA L.,REGISTRADO,118600082,25351.400903/2007-12,HERBARIUM LABORATORIO BOTANICO LTDA - 78.950.011/0001-20,Ativo,12/2027
levetiracetam,,LEVETIRACETAM,REGISTRADO,100431490,25351.645455/2022-13,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,11/2033
levofloxacino,,LEVOFLOXACINO HEMIIDRATADO,REGISTRADO,143810159,25351.563046/2010-05,CIMED INDUSTRIA S.A - 02.814.497/0001-07,Ativo,02/2028
lozan - creme dermatologico,,CETOCONAZOL 20 MG/G (CREME) C,NOTIFICADO,         ,,LABORATORIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,12/2033
mirtazapina,,MIRTAZAPINA,REGISTRADO,103700765,25351.522317/2021-86,LABORATÓRIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,04/2032
MOTRAZ,,CLORIDRATO DE TRAZODONA,REGISTRADO,100431465,25351.027161/2020-43,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,05/2033
TAKIL,,"TIOCONAZOL, TINIDAZOL",REGISTRADO,101550194,25000.023181/95-35,MARJAN INDÚSTRIA E COMÉRCIO LTDA - 60.726.692/0001-81,Ativo,03/2026
aceclofenaco,,ACECLOFENACO,REGISTRADO,100431307,25351.156587/2020-11,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,05/2030
VELUNID,velunid 1000,"DIOSMINA, FLAVONÓIDES EXPRESSOS EM HESPERIDINA",REGISTRADO,178170829,25351.177474/2016-65,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A. - 61.082.426/0002-07,Ativo,09/2026
XYDOFLEV,,CARBOXIMALTOSE FERRICA,REGISTRADO,151430095,25351.788575/2023-95,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA - 03.978.166/0001-75,Ativo,09/2035
Nutriflex Lipid,"HP 3CB, Peri 3CB","ISOLEUCINA, LEUCINA, CLORIDRATO DE LISINA, levometionina, FENILALANINA, TREONINA, TRIPTOFANo, LEVOVALINA, ARGININA, CLORIDRATO DE HISTIDINA MONOIDRATADO, ALANINA, ÁCIDO ASPÁRTICO, ÁCIDO GLUTÂMICO, GLICINA, PROLINA, SERINA, HIDRÓXIDO DE SÓDIO, CLORETO DE SÓDIO, ACETATO DE SÓDIO TRI-HIDRATADO , ACETATO DE POTÁSSIO, ACETATO DE MAGNÉSIO TETRAIDRATADO, CLORETO DE CÁLCIO DI-HIDRATADO, GLICOSE MONOIDRATADA, fosfato de sódio monobásico di-hidratado, ACETATO DE ZINCO DI-HIDRATADO, TRIGLICERÍDEOS DE CADEIA MÉDIA, ÓLEO DE SOJA",REGISTRADO,100850246,25351.517993/2023-08,LABORATORIOS B. BRAUN S/A - 31.673.254/0001-02,Ativo,03/2035
TENSIOVAL,,METILDOPA SESQUI-HIDRATADA,REGISTRADO,113430205,25351.005411/2022-56,HIPOLABOR FARMACEUTICA LTDA - 19.570.720/0001-10,Ativo,06/2029
CISTEIL,,ACETILCISTEÍNA,REGISTRADO,154230140,25351.119258/2007-12,GEOLAB INDÚSTRIA FARMACÊUTICA S/A - 03.485.572/0001-04,Ativo,02/2029
lamotrigina,,LAMOTRIGINA,REGISTRADO,135170066,25351.145988/2022-08,Althaia S.A Indústria Farmacêutica - 48.344.725/0007-19,Ativo,07/2032
EZ-TEC99m,,pertecnetato de sódio (99m Tc),REGISTRADO,150920001,25351.385232/2018-13,ECKERT & ZIEGLER BRASIL COMERCIAL LTDA - 02.887.124/0002-47,Ativo,06/2031
Gésico Duo,,"CLORIDRATO DE TRAMADOL, PARACETAMOL",REGISTRADO,100431304,25351.393813/2015-78,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,04/2030
MECOBE,,MECOBALAMINA,REGISTRADO,114620042,25351.790104/2021-85,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA - 17.440.261/0001-25,Ativo,01/2033
ALBENTEL,,ALBENDAZOL,REGISTRADO,103700685,25351.753858/2014-25,LABORATÓRIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,05/2026
FLAMADOR,,CETOPROFENO,REGISTRADO,167730599,25351.703215/2014-31,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA - 05.044.984/0001-26,Ativo,10/2028
FUROSEMIDA,,FUROSEMIDA,REGISTRADO,103700277,25000.000813/00-77,LABORATÓRIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,02/2030
VEAC,,VORICONAZOL,REGISTRADO,100431204,25351.413724/2016-36,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,03/2027
LIPURO,,PROPOFOL,REGISTRADO,100850133,25351.030370/2003-73,LABORATORIOS B. BRAUN S/A - 31.673.254/0001-02,Ativo,05/2035
MESNA,,MESNA,REGISTRADO,100430800,25351.165515/2002-75,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,08/2027
TEPEV,,HIDROXIURÉIA,REGISTRADO,102351214,25351.325376/2016-41,EMS S/A - 57.507.378/0003-65,Ativo,06/2027
celecoxibe,,CELECOXIBE,REGISTRADO,105830977,25351.169609/2020-03,GERMED FARMACEUTICA LTDA - 45.992.062/0001-65,Ativo,07/2030
SIMETICONA 125 MG,,SIMETICONA 125 MG (CÁPSULA GELATINOSA MOLE) C,NOTIFICADO,         ,,Althaia S.A Indústria Farmacêutica - 48.344.725/0007-19,Ativo,09/2027
varfarina sódica,,VARFARINA SÓDICA,REGISTRADO,103700512,25351.438812/2007-50,LABORATÓRIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,05/2028
cloridrato de trazodona,,CLORIDRATO DE TRAZODONA,REGISTRADO,100431450,25351.425746/2020-25,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,09/2032
fosaprepitanto dimeglumina,,fosaprepitanto dimeglumina,REGISTRADO,165070034,25351.377985/2024-95,Camber Farmaceutica Ltda - 24.633.934/0001-29,Ativo,10/2034
Vyndaqel,,tafamidis meglumina,REGISTRADO,121100462,25351.421864/2019-21,PFIZER BRASIL LTDA - 61.072.393/0001-33,Ativo,11/2026
CLONAZEPAM,,CLONAZEPAM,REGISTRADO,183260263,25351.708398/2014-44,SANOFI MEDLEY FARMACÊUTICA LTDA. - 10.588.595/0010-92,Ativo,02/2035
LITANE,,Pelargonium sidoides DC.,REGISTRADO,114620012,25351.326865/2015-77,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA - 17.440.261/0001-25,Ativo,12/2028
TIABENDAZOL 50 MG/ML EMULSÃO,,TIABENDAZOL 50 MG/ML (EMULSÃO) C,NOTIFICADO,         ,,NATIVITA IND. COM. LTDA. - 65.271.900/0001-19,Ativo,05/2035
benfotiamina,,BENFOTIAMINA,REGISTRADO,109740363,25351.117059/2022-09,BIOLAB SANUS FARMACÊUTICA LTDA - 49.475.833/0001-06,Ativo,08/2033
KAZFONA,,ACETATO DE CASPOFUNGINA,REGISTRADO,151430076,25351.175058/2022-71,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA - 03.978.166/0001-75,Ativo,04/2033
Solução Fisiológica chrysalis,,"SOLUÇÃO DE CLORETO DE SÓDIO 0,9% C",NOTIFICADO,         ,,LABORATORIO FARMACEUTICO ARBORETO LTDA - 41.921.149/0001-90,Ativo,08/2032
OCTANINE F,,FATOR IX DE COAGULAÇÃO,REGISTRADO,139710008,25351.029896/00-60,OCTAPHARMA BRASIL LTDA - 02.552.927/0001-60,Ativo,07/2026
SOLUÇÃO DE RINGER COM LACTATO DE SÓDIO,,"CLORETO DE SÓDIO, CLORETO DE POTÁSSIO, cloreto de cálcio diidratado, LACTATO DE SÓDIO",REGISTRADO,103460015,25351.445236/2010-38,BEKER PRODUTOS FÁRMACO HOSPITALARES LTDA - 47.231.121/0001-08,Ativo,10/2029
Conazol,,CETOCONAZOL 20 MG/G (CREME) C,NOTIFICADO,         ,,BRASTERÁPICA PHARMACEUTICA LTDA - 46.179.008/0003-20,Ativo,11/2033
PHASTER,,DICLOFENACO DIETILAMÔNIO,REGISTRADO,135690640,25351.297642/2008-28,EMS SIGMA PHARMA LTDA - 00.923.140/0001-31,Ativo,07/2026
CLORIDRATO DE AMBROXOL,,CLORIDRATO DE AMBROXOL,REGISTRADO,110850039,25351.154902/2008-71,FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA - 06.628.333/0001-46,Ativo,08/2029
MICOPLEX,,,REGISTRADO,107150013,25992.025068/75,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA - 44.010.437/0001-81,Ativo,08/2029
cloridrato de ciprofloxacino,,cloridrato de ciprofloxacino monoidratado,REGISTRADO,109740284,25351.375831/2019-00,BIOLAB SANUS FARMACÊUTICA LTDA - 49.475.833/0001-06,Ativo,09/2029
PROZEN,,CLORIDRATO DE FLUOXETINA,REGISTRADO,103700657,25351.621261/2015-01,LABORATÓRIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,11/2025
SOLUÇÃO ANTIMICÓTICA COM IODO FARMAX,,SOLUÇÃO ANTIMICÓTICA COM IODO C,NOTIFICADO,         ,,FARMAX S.A. - 21.759.758/0001-88,Ativo,02/2035
cloridrato de donepezila,,CLORIDRATO DE DONEPEZILA,REGISTRADO,170420001,25351.007436/2025-37,MCG INDUSTRIA FARMACEUTICA E IMPORTAÇAO LTDA - 18.755.529/0001-80,Ativo,03/2035
PROHANCE,,GADOTERIDOL,REGISTRADO,180370002,25351.721046/2010-06,Bracco Imaging do Brasil Importação e Distribuição de Medicamentos Ltda - 10.742.412/0004-01,Ativo,03/2026
tiocolchicosídeo,,tiocolchicosídeo,REGISTRADO,100410222,25351.506617/2019-01,FRESENIUS KABI BRASIL LTDA - 49.324.221/0001-04,Ativo,02/2031
BICARBONATO DE SODIO ADV,,BICARBONATO DE SÓDIO (PÓ) C,NOTIFICADO,         ,,LABORATORIO TAYUYNA LTDA - 60.879.848/0001-64,Ativo,06/2026
CLARITROMICINA,,CLARITROMICINA,REGISTRADO,155900003,25351.276561/2018-66,MR PHARMA LTDA - 23.668.196/0001-92,Ativo,03/2028
FIGLON,,"CITRATO DE COLINA, BETAÍNA, racemetionina",REGISTRADO,155840546,25351.300041/2017-09,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A - 05.161.069/0001-10,Ativo,07/2027
forteviron anti-age,,"AMBRA GRISEA 5C, LYCOPODIUM CLAVATUM 6C, CONIUM MACULATUM 6C, BARYTA MURIATICA 5C",NOTIFICADO,         ,,HOMEOPATIA WALDEMIRO PEREIRA LABORATORIO INDUSTRIAL FARMACEUTICO LTDA - 76.440.528/0001-43,Ativo,02/2032
Ibrance,,PALBOCICLIBE,REGISTRADO,121100467,25351.421885/2019-46,PFIZER BRASIL LTDA - 61.072.393/0001-33,Ativo,02/2028
amoxicilina,,AMOXICILINA TRI-hIDRATADA,REGISTRADO,118190314,25351.063059/2022-73,MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA - 92.265.552/0009-05,Ativo,10/2026
AFSTYLA,,ALFALONOCTOCOGUE,REGISTRADO,101510130,25351.810172/2018-72,CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA - 62.969.589/0001-98,Ativo,12/2039
ANDRUM,,CLORIDRATO DE DORZOLAMIDA,REGISTRADO,105730791,25351.787305/2021-03,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A - 60.659.463/0029-92,Ativo,03/2032
levodopa + cloridrato de benserazida,,"LEVODOPA, CLORIDRATO DE BENSERAZIDA",REGISTRADO,102351326,25351.592471/2019-09,EMS S/A - 57.507.378/0003-65,Ativo,12/2029
MONAX,,FUROATO DE MOMETASONA MONOIDRATADO,REGISTRADO,100431349,25351.670150/2019-44,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,10/2031
VYZULTA,,LATANOPROSTENO BUNODE,REGISTRADO,119610029,25351.780327/2018-39,BL INDÚSTRIA OTICA LTDA - 27.011.022/0001-03,Ativo,04/2031
Betogenta,,"DIPROPIONATO DE BETAMETASONA, SULFATO DE GENTAMICINA",REGISTRADO,154230159,25351.868311/2008-11,GEOLAB INDÚSTRIA FARMACÊUTICA S/A - 03.485.572/0001-04,Ativo,06/2035
DICLOFENACO RESINATO,,DICLOFENACO RESINATO,REGISTRADO,143810158,25351.680368/2009-04,CIMED INDUSTRIA S.A - 02.814.497/0001-07,Ativo,09/2027
IRRITRATIL,Uso adulto,MALEATO DE TRIMEBUTINA,REGISTRADO,135170005,25351.679820/2011-18,Althaia S.A Indústria Farmacêutica - 48.344.725/0007-19,Ativo,01/2028
MENOPRIN,,ESTROGÊNIOS CONJUGADOS,REGISTRADO,115600218,25351.143943/2020-29,CIFARMA CIENTÍFICA FARMACÊUTICA LTDA - 17.562.075/0001-69,Ativo,01/2028
TOBRACIN,,TOBRAMICINA,REGISTRADO,102980494,25351.657030/2018-71,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA. - 44.734.671/0001-51,Ativo,08/2026
Anastrozol,,ANASTROZOL,REGISTRADO,100470609,25351.262891/2017-21,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA - 61.286.647/0001-16,Ativo,05/2028
ANTI SÉPTICO CLO,,GLICONATO DE CLOREXIDINA 1% (SOLUÇÃO AQUOSA) C,NOTIFICADO,         ,,KLEY HERTZ FARMACEUTICA S.A - 92.695.691/0001-03,Ativo,07/2031
DUALGI,,"IBUPROFENO, PARACETAMOL",REGISTRADO,100431516,25351.248978/2024-87,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,09/2034
Paracetamol,,PARACETAMOL,REGISTRADO,162410001,25351.326587/2006-29,UNITHER INDUSTRIA FARMACEUTICA LTDA. - 04.656.253/0001-79,Ativo,02/2027
ACZEO,,ácido azelaico,REGISTRADO,155840675,25351.040890/2022-57,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A - 05.161.069/0001-10,Ativo,02/2034
levetiracetam,,LEVETIRACETAM,REGISTRADO,122140112,25351.619754/2018-16,ADIUM S.A. - 55.980.684/0001-27,Ativo,07/2029
PLASMOVE,,AESCULUS HIPPOCASTANUM L.,REGISTRADO,120090038,25351.231056/2023-50,BIONATUS LABORATÓRIO BOTÂNICO LTDA - 68.032.192/0001-51,Ativo,10/2031
REFORGAN,,ASPARTATO DE L-ARGININA,REGISTRADO,156510039,25351.526510/2011-21,ZYDUS NIKKHO FARMACÊUTICA LTDA - 05.254.971/0001-81,Ativo,06/2029
telmisartana,,TELMISARTANA,REGISTRADO,125680323,25351.294464/2013-43,PRATI DONADUZZI & CIA LTDA - 73.856.593/0001-66,Ativo,12/2030
FERRONIL,,SULFATO FERROSO 40 MG (COMPRIMIDO REVESTIDO) C,NOTIFICADO,         ,,LABORATORIO TEUTO BRASILEIRO S/A - 17.159.229/0001-76,Ativo,09/2027
minoxidil,,MINOXIDIL,REGISTRADO,104971546,25351.353875/2022-76,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A - 60.665.981/0001-18,Ativo,03/2035
TENOXICAM,,TENOXICAM,REGISTRADO,102980374,25351.000894/2009-48,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA. - 44.734.671/0001-51,Ativo,12/2029
VOEXTOR,,bromidrato de vortioxetina,REGISTRADO,100330215,25351.375473/2020-61,LIBBS FARMACÊUTICA LTDA - 61.230.314/0001-75,Ativo,05/2032
CLONAZEPAM,,CLONAZEPAM,REGISTRADO,183260220,25351.682800/2014-51,SANOFI MEDLEY FARMACÊUTICA LTDA. - 10.588.595/0010-92,Ativo,08/2027
PRENI,,PREDNISOLONA,REGISTRADO,100431283,25351.144290/2018-81,EUROFARMA LABORATÓRIOS S.A. - 61.190.096/0001-92,Ativo,10/2029
SAUMYA,,mesilato de lenvatinibe,REGISTRADO,146820114,25351.753926/2023-47,SUN FARMACÊUTICA DO BRASIL LTDA - 05.035.244/0001-23,Ativo,03/2034
PRAZOL,,LANSOPRAZOL,REGISTRADO,105730129,25351.087624/2025-31,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A - 60.659.463/0029-92,Ativo,08/2025
DORGEX,,"SALICILATO DE METILA, CÂNFORA, MENTOL",REGISTRADO,120190077,25000.012858/92-21,GREENPHARMA QUÍMICA E FARMACÊUTICA LTDA - 33.408.105/0001-33,Ativo,05/2039
klimakt-heel t,,"SANGUINARIA CANADENSIS 6D, SEPIA SUCCUS 4D, SULPHUR 4D, IGNATIA AMARA 4D, CEDRON 4D, STANNUM METALLICUM 12D, LACHESIS MUTUS 12D",NOTIFICADO,         ,,HEEL DO BRASIL BIOMÉDICA LTDA - 05.994.539/0001-27,Ativo,11/2032
